         4930424 function calls (4927563 primitive calls) in 11.058 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      196    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
      740    0.000    0.000    0.000    0.000 fake_fastnumbers.py:53(isfloat)
       62    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
     1219    0.000    0.000    0.000    0.000 {built-in method unicodedata.numeric}
      531    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 layout.py:40(<module>)
      363    0.000    0.000    0.000    0.000 socket.py:76(<lambda>)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:381(_calc_mode)
        5    0.000    0.000    0.000    0.000 enum.py:830(__or__)
       23    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
       14    0.000    0.000    0.000    0.000 _bootlocale.py:33(getpreferredencoding)
      211    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:416(parent)
        1    0.000    0.000    0.000    0.000 predefined.py:33(<module>)
       29    0.000    0.000    0.000    0.000 posixpath.py:168(islink)
      366    0.000    0.000    0.000    0.000 socket.py:91(<lambda>)
      179    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:369(__init__)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:433(spec_from_loader)
      118    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:401(_check_name_wrapper)
       30    0.000    0.000    0.000    0.000 zmq_client.py:245(event)
        1    0.000    0.000    0.000    0.000 tagmap.py:1(<module>)
      365    0.000    0.000    0.000    0.000 socket.py:86(<lambda>)
      917    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
     1531    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
      131    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
      364    0.000    0.000    0.000    0.000 socket.py:81(<lambda>)
        1    0.000    0.000    0.000    0.000 tempfile.py:24(<module>)
      917    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.000    0.000 error.py:1(<module>)
       11    0.000    0.000    0.000    0.000 zmq_client.py:854(__len__)
       12    0.000    0.000    0.000    0.000 datetime.py:473(__new__)
        1    0.000    0.000    0.000    0.000 serialutil.py:10(<module>)
      157    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:792(find_spec)
      117    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
        4    0.000    0.000    0.000    0.000 loader.py:112(finish_import)
      116    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
       62    0.000    0.000    0.000    0.000 sre_parse.py:84(opengroup)
        2    0.000    0.000    0.000    0.000 zmq_client.py:1576(defaultStateFile)
      453    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        3    0.000    0.000    0.000    0.000 enum.py:793(_missing_)
     1251    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
      160    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:311(__enter__)
       29    0.000    0.000    0.000    0.000 {built-in method posix.lstat}
      182    0.000    0.000    0.000    0.000 {method 'sourceModel' of 'PySide2.QtCore.QAbstractProxyModel' objects}
        3    0.000    0.000    0.000    0.000 enum.py:800(_create_pseudo_member_)
       91    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        4    0.000    0.000    0.000    0.000 typing.py:621(__getitem__)
     1219    0.000    0.000    0.000    0.000 {built-in method unicodedata.digit}
        8    0.000    0.000    0.000    0.000 enum.py:125(__prepare__)
       17    0.000    0.000    0.000    0.000 functools.py:37(update_wrapper)
      640    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:321(<genexpr>)
      160    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:307(__init__)
        4    0.000    0.000    0.000    0.000 importhandler.py:65(finish_import)
        1    0.000    0.000    0.000    0.000 struct.py:3(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method posix.replace}
       27    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
      466    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        3    0.000    0.000    0.000    0.000 tokenize.py:132(_all_string_prefixes)
        1    0.000    0.000    0.000    0.000 layout.py:134(define_nameless_parameter)
        5    0.000    0.000    0.000    0.000 posixpath.py:376(abspath)
       35    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
      302    0.000    0.000    0.000    0.000 {built-in method from_bytes}
      487    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       91    0.000    0.000    0.000    0.000 {method 'sortCaseSensitivity' of 'PySide2.QtCore.QSortFilterProxyModel' objects}
        3    0.000    0.000    0.000    0.000 enum.py:872(_decompose)
       12    0.000    0.000    0.000    0.000 csv.py:39(<listcomp>)
      3/2    0.000    0.000    0.000    0.000 typing.py:340(__getitem__)
      175    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
       66    0.000    0.000    0.000    0.000 csv.py:33(<lambda>)
       23    0.000    0.000    0.000    0.000 enum.py:442(_get_mixins_)
      124    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
      248    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
        1    0.000    0.000    0.000    0.000 os.py:196(makedirs)
        1    0.000    0.000    0.000    0.000 os.py:40(_get_exports_list)
       21    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
       19    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
        4    0.000    0.000    0.000    0.000 typing.py:819(__class_getitem__)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
      369    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        5    0.000    0.000    0.000    0.000 typing.py:633(copy_with)
      182    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:143(__init__)
        8    0.000    0.000    0.000    0.000 enum.py:474(_find_new_)
       48    0.000    0.000    0.000    0.000 sre_parse.py:295(_class_escape)
       62    0.000    0.000    0.000    0.000 sre_parse.py:897(fix_flags)
       51    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:46(_w_long)
       56    0.000    0.000    0.000    0.000 typing.py:165(_collect_type_vars)
      182    0.000    0.000    0.000    0.000 {method 'sortRole' of 'PySide2.QtCore.QSortFilterProxyModel' objects}
        5    0.000    0.000    0.000    0.000 posixpath.py:338(normpath)
        1    0.000    0.000    0.000    0.000 error.py:100(__init__)
        4    0.000    0.000    0.000    0.000 typing.py:180(_subs_tvars)
      100    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
      124    0.000    0.000    0.000    0.000 enum.py:26(_is_dunder)
       14    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
        1    0.000    0.000    0.000    0.000 zmq_client.py:71(Object)
       20    0.000    0.000    0.000    0.000 os.py:674(__getitem__)
      412    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
      157    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
      107    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
       12    0.000    0.000    0.000    0.000 {built-in method _csv.writer}
        4    0.000    0.000    0.000    0.000 typing.py:241(_tp_cache)
        1    0.000    0.000    0.000    0.000 typing.py:1571(BinaryIO)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:9(<module>)
       71    0.000    0.000    0.000    0.000 types.py:164(__get__)
        1    0.000    0.000    0.000    0.000 frame.py:2(<module>)
      105    0.000    0.000    0.000    0.000 enum.py:18(_is_descriptor)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
       14    0.000    0.000    0.000    0.000 __init__.py:139(_check_size)
       10    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:748(exec_module)
        1    0.000    0.000    0.000    0.000 stream2zmq.py:19(<module>)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1185(__init__)
        2    0.000    0.000    0.000    0.000 __main__.py:40(__init__)
      124    0.000    0.000    0.000    0.000 enum.py:34(_is_sunder)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        3    0.000    0.000    0.000    0.000 enum.py:890(<listcomp>)
      119    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:884(__init__)
      210    0.000    0.000    0.000    0.000 {built-in method from_iterable}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        1    0.000    0.000    0.000    0.000 loader.py:193(move_into_pyside_package)
        1    0.000    0.000    0.000    0.000 argparse.py:1082(_SubParsersAction)
       41    0.000    0.000    0.000    0.000 predefined.py:105(_simplify_name)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
        1    0.000    0.000    0.000    0.000 socket.py:172(fileno)
        3    0.000    0.000    0.000    0.000 __init__.py:73(CFUNCTYPE)
        1    0.000    0.000    0.000    0.000 tempfile.py:914(TemporaryDirectory)
       62    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
        3    0.000    0.000    0.000    0.000 {method 'rootContext' of 'PySide2.QtQml.QQmlEngine' objects}
        1    0.000    0.000    0.000    0.000 cbor.py:4(<module>)
       13    0.000    0.000    0.000    0.000 loader.py:133(put_into_package)
       76    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
        1    0.000    0.000    0.000    0.000 deprecated.py:75(fix_for_QtGui)
        1    0.000    0.000    0.000    0.000 __init__.py:1925(getLogger)
        2    0.000    0.000    0.000    0.000 platform.py:1276(python_implementation)
        6    0.000    0.000    0.000    0.000 gettext.py:211(_expand_lang)
        6    0.000    0.000    0.000    0.000 functools.py:492(decorating_function)
       10    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        2    0.000    0.000    0.000    0.000 argparse.py:1384(add_argument_group)
        1    0.000    0.000    0.000    0.000 zmq_client.py:866(ZmqClient)
        1    0.000    0.000    0.000    0.000 attrsettr.py:38(__getattr__)
       73    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
       12    0.000    0.000    0.000    0.000 _collections_abc.py:657(get)
      305    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:40(_relax_case)
        1    0.000    0.000    0.000    0.000 {method 'read' of '_io.TextIOWrapper' objects}
       61    0.000    0.000    0.000    0.000 {built-in method builtins.max}
        1    0.000    0.000    0.000    0.000 ns_enum.py:2(<module>)
       10    0.000    0.000    0.000    0.000 typing.py:844(__init_subclass__)
        1    0.000    0.000    0.000    0.000 tracker.py:1(<module>)
        2    0.000    0.000    0.000    0.000 argparse.py:1563(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:1475(IO)
        1    0.000    0.000    0.000    0.000 enum_sig.py:40(<module>)
        2    0.000    0.000    0.000    0.000 platform.py:1172(_sys_version)
      123    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        7    0.000    0.000    0.000    0.000 argparse.py:1743(_add_action)
        1    0.000    0.000    0.000    0.000 typing.py:744(__getitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:1216(getLogger)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
       43    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {built-in method standardLocations}
       15    0.000    0.000    0.000    0.000 zmq_client.py:607(_state)
        1    0.000    0.000    0.000    0.000 (builtin):89(<genexpr>)
        7    0.000    0.000    0.000    0.000 argparse.py:1585(_add_action)
       11    0.000    0.000    0.000    0.000 {method 'createIndex' of 'PySide2.QtCore.QAbstractItemModel' objects}
       85    0.000    0.000    0.000    0.000 zmq_client.py:919(useEventLoop)
       19    0.000    0.000    0.000    0.000 typing.py:113(_type_check)
       23    0.000    0.000    0.000    0.000 enum.py:453(_find_data_type)
      159    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
       39    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        3    0.000    0.000    0.000    0.000 {method 'setContextProperty' of 'PySide2.QtQml.QQmlContext' objects}
        1    0.000    0.000    0.000    0.000 serial2zmq.py:19(<module>)
        1    0.000    0.000    0.000    0.000 context.py:38(__init__)
       14    0.000    0.000    0.000    0.000 py23.py:79(wrapper)
        1    0.000    0.000    0.000    0.000 py23.py:2(<module>)
      160    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:424(has_location)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.FileIO' objects}
       21    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        1    0.000    0.000    0.000    0.000 {method 'rootObjects' of 'PySide2.QtQml.QQmlApplicationEngine' objects}
        1    0.000    0.000    0.000    0.000 typing.py:293(_SpecialForm)
      182    0.000    0.000    0.000    0.000 utils.py:119(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:760(__getitem_inner__)
        1    0.000    0.000    0.000    0.000 typing.py:1585(TextIO)
       68    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 inspect.py:2407(_ParameterKind)
        1    0.000    0.000    0.000    0.000 poll.py:1(<module>)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(_requires_builtin_wrapper)
        1    0.000    0.000    0.000    0.000 token.py:78(<dictcomp>)
        1    0.000    0.000    0.000    0.000 re.py:307(_subx)
        1    0.000    0.000    0.000    0.000 os.py:44(<listcomp>)
        5    0.000    0.000    0.000    0.000 posixpath.py:154(dirname)
        7    0.000    0.000    0.000    0.000 argparse.py:1394(_add_action)
       30    0.000    0.000    0.000    0.000 {method 'type' of 'PySide2.QtCore.QEvent' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
       30    0.000    0.000    0.000    0.000 {function Object.event at 0x7f3dc4da19e0}
       68    0.000    0.000    0.000    0.000 zmq_client.py:541(polling)
        3    0.000    0.000    0.000    0.000 __init__.py:489(PYFUNCTYPE)
        1    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
        1    0.000    0.000    0.000    0.000 {built-in method singleShot}
       12    0.000    0.000    0.000    0.000 csv.py:38(<listcomp>)
      115    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
       23    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1029(__init__)
       10    0.000    0.000    0.000    0.000 typing.py:533(__init__)
        1    0.000    0.000    0.000    0.000 re.py:297(_compile_repl)
        1    0.000    0.000    0.000    0.000 tool.py:40(<module>)
        4    0.000    0.000    0.000    0.000 attrsettr.py:12(__setattr__)
        1    0.000    0.000    0.000    0.000 __init__.py:340(__init__)
       51    0.000    0.000    0.000    0.000 {method 'to_bytes' of 'int' objects}
       14    0.000    0.000    0.000    0.000 py23.py:100(u_format)
        7    0.000    0.000    0.000    0.000 argparse.py:597(_format_args)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        1    0.000    0.000    0.000    0.000 attrsettr.py:2(<module>)
      118    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:909(get_filename)
        2    0.000    0.000    0.000    0.000 argparse.py:1852(take_action)
        1    0.000    0.000    0.000    0.000 datetime.py:2136(timezone)
        1    0.000    0.000    0.000    0.000 zmq_client.py:1358(_releaseAlias)
        1    0.000    0.000    0.000    0.000 deprecated.py:41(<module>)
      119    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
        1    0.000    0.000    0.000    0.000 random.py:88(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:763(__init__)
        7    0.000    0.000    0.000    0.000 argparse.py:1474(_get_optional_kwargs)
        3    0.000    0.000    0.000    0.000 datetime.py:1517(__new__)
       26    0.000    0.000    0.000    0.000 zmq_client.py:156(isFunction)
       12    0.000    0.000    0.000    0.000 zmq_client.py:1373(_getFreeAlias)
        2    0.000    0.000    0.000    0.000 typing.py:1171(__class_getitem__)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
        1    0.000    0.000    0.000    0.000 random.py:97(seed)
        1    0.000    0.000    0.000    0.000 subprocess.py:633(Popen)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
      192    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1325(<genexpr>)
        1    0.000    0.000    0.000    0.000 __feature__.py:40(<module>)
        1    0.000    0.000    0.000    0.000 sre_parse.py:945(parse_template)
       20    0.000    0.000    0.000    0.000 os.py:752(encode)
       18    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       34    0.000    0.000    0.000    0.000 argparse.py:1308(register)
        1    0.000    0.000    0.000    0.000 zipfile.py:1149(ZipFile)
        5    0.000    0.000    0.000    0.000 __init__.py:212(_acquireLock)
       92    0.000    0.000    0.000    0.000 __init__.py:388(<genexpr>)
        2    0.000    0.000    0.000    0.000 __init__.py:40(<module>)
        4    0.000    0.000    0.000    0.000 layout.py:84(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1140(__init__)
        1    0.000    0.000    0.000    0.000 pickle.py:1024(_Unpickler)
        8    0.000    0.000    0.000    0.000 posixpath.py:64(isabs)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1459(_fix_up_module)
       28    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        2    0.000    0.000    0.000    0.000 zmq_client.py:512(<lambda>)
        1    0.000    0.000    0.000    0.000 typing.py:594(_GenericAlias)
        1    0.000    0.000    0.000    0.000 serialutil.py:161(SerialBase)
        5    0.000    0.000    0.000    0.000 datetime.py:396(_check_date_fields)
        1    0.000    0.000    0.000    0.000 __init__.py:802(__init__)
        1    0.000    0.000    0.000    0.000 socket.py:43(Socket)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       64    0.000    0.000    0.000    0.000 zmq_client.py:196(alias)
       11    0.000    0.000    0.000    0.000 zmq_client.py:730(__len__)
        1    0.000    0.000    0.000    0.000 constant_names.py:1(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:155(__setattr__)
        8    0.000    0.000    0.000    0.000 enum.py:152(<dictcomp>)
       96    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f3dce52ec20}
        1    0.000    0.000    0.000    0.000 __main__.py:54(ObjectListModel)
       31    0.000    0.000    0.000    0.000 {method 'setInterval' of 'PySide2.QtCore.QTimer' objects}
        2    0.000    0.000    0.000    0.000 datetime.py:646(__neg__)
        9    0.000    0.000    0.000    0.000 typing.py:629(<genexpr>)
        1    0.000    0.000    0.000    0.000 parser.py:40(<module>)
        1    0.000    0.000    0.000    0.000 frame.py:16(Frame)
        1    0.000    0.000    0.000    0.000 __init__.py:1368(info)
        6    0.000    0.000    0.000    0.000 locale.py:384(normalize)
        8    0.000    0.000    0.000    0.000 enum.py:335(__getattr__)
        4    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
       13    0.000    0.000    0.000    0.000 codecs.py:186(__init__)
       92    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       69    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.000    0.000 pathlib.py:119(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 {method 'setFilterRegularExpression' of 'PySide2.QtCore.QSortFilterProxyModel' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:1336(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:513(set)
        8    0.000    0.000    0.000    0.000 enum.py:64(__init__)
       73    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 _version.py:2(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:161(HelpFormatter)
        2    0.000    0.000    0.000    0.000 argparse.py:2353(_get_values)
      113    0.000    0.000    0.000    0.000 typing.py:613(<genexpr>)
        1    0.000    0.000    0.000    0.000 threading.py:744(Thread)
       24    0.000    0.000    0.000    0.000 tokenize.py:143(<listcomp>)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
      116    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:719(create_module)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        1    0.000    0.000    0.000    0.000 py23.py:78(_modify_str_or_docstring)
        7    0.000    0.000    0.000    0.000 argparse.py:817(__init__)
       26    0.000    0.000    0.000    0.000 zmq_client.py:494(format)
       12    0.000    0.000    0.000    0.000 zmq_client.py:1304(_isAliasInUse)
        1    0.000    0.000    0.000    0.000 typing.py:740(_VariadicGenericAlias)
        1    0.000    0.000    0.000    0.000 stopwatch.py:1(<module>)
       10    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       10    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
       16    0.000    0.000    0.000    0.000 argparse.py:1312(_registry_get)
        2    0.000    0.000    0.000    0.000 datetime.py:804(__new__)
        1    0.000    0.000    0.000    0.000 typing.py:787(Generic)
        1    0.000    0.000    0.000    0.000 errorhandler.py:40(<module>)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
        5    0.000    0.000    0.000    0.000 argparse.py:859(__init__)
        7    0.000    0.000    0.000    0.000 argparse.py:1510(_pop_action_class)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
       23    0.000    0.000    0.000    0.000 loader.py:123(_get_modname)
        2    0.000    0.000    0.000    0.000 zmq_client.py:1105(list)
       25    0.000    0.000    0.000    0.000 mapping.py:149(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1267(_fixupParents)
       36    0.000    0.000    0.000    0.000 enum.py:623(name)
      100    0.000    0.000    0.000    0.000 enum.py:659(<lambda>)
        1    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
       42    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       31    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 socket.py:133(socket)
       31    0.000    0.000    0.000    0.000 {method 'setSingleShot' of 'PySide2.QtCore.QTimer' objects}
        2    0.000    0.000    0.000    0.000 datetime.py:1187(__new__)
        8    0.000    0.000    0.000    0.000 typing.py:827(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:1351(__new__)
        1    0.000    0.000    0.000    0.000 protocol.py:474(ProtocolStack)
        5    0.000    0.000    0.000    0.000 datetime.py:409(_check_time_fields)
        1    0.000    0.000    0.000    0.000 error.py:171(_check_version)
        1    0.000    0.000    0.000    0.000 threading.py:499(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:899(_set_tstate_lock)
       20    0.000    0.000    0.000    0.000 tokenize.py:107(group)
       35    0.000    0.000    0.000    0.000 enum.py:628(value)
        9    0.000    0.000    0.000    0.000 enum.py:907(_power_of_two)
       11    0.000    0.000    0.000    0.000 functools.py:67(wraps)
        1    0.000    0.000    0.000    0.000 genericpath.py:39(isdir)
      105    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
       83    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       29    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
       96    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
      223    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 pathlib.py:611(PurePath)
        2    0.000    0.000    0.000    0.000 {built-in method setAttribute}
       11    0.000    0.000    0.000    0.000 zmq_client.py:798(enabled)
        7    0.000    0.000    0.000    0.000 typing.py:664(__hash__)
       35    0.000    0.000    0.000    0.000 datetime.py:379(_check_int_field)
        1    0.000    0.000    0.000    0.000 context.py:26(Context)
        1    0.000    0.000    0.000    0.000 attrsettr.py:61(_get_attr_opt)
       74    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
        1    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
        1    0.000    0.000    0.000    0.000 contextlib.py:210(contextmanager)
        1    0.000    0.000    0.000    0.000 codecs.py:319(decode)
        1    0.000    0.000    0.000    0.000 abc.py:130(register)
        9    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       55    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        3    0.000    0.000    0.000    0.000 argparse.py:1514(_get_handler)
        1    0.000    0.000    0.000    0.000 {built-in method fromLocalFile}
        1    0.000    0.000    0.000    0.000 zmq_client.py:35(SignalRateLimiter)
       22    0.000    0.000    0.000    0.000 zmq_client.py:545(_polling_set)
        1    0.000    0.000    0.000    0.000 zmq_client.py:915(_haveEventLoop)
        4    0.000    0.000    0.000    0.000 serialutil.py:54(to_bytes)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        5    0.000    0.000    0.000    0.000 __init__.py:221(_releaseLock)
        1    0.000    0.000    0.000    0.000 __init__.py:783(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 context.py:173(_add_socket)
        1    0.000    0.000    0.000    0.000 threading.py:216(__init__)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
        1    0.000    0.000    0.000    0.000 re.py:313(filter)
        4    0.000    0.000    0.000    0.000 sre_parse.py:258(getwhile)
        1    0.000    0.000    0.000    0.000 contextlib.py:116(__exit__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:711(is_package)
       14    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
       38    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        5    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        7    0.000    0.000    0.000    0.000 argparse.py:213(__init__)
       45    0.000    0.000    0.000    0.000 __init__.py:6(<genexpr>)
        1    0.000    0.000    0.000    0.000 datetime.py:1162(time)
        6    0.000    0.000    0.000    0.000 typing.py:351(<genexpr>)
       12    0.000    0.000    0.000    0.000 opcode.py:43(name_op)
        1    0.000    0.000    0.000    0.000 __init__.py:831(createLock)
        1    0.000    0.000    0.000    0.000 random.py:72(Random)
        1    0.000    0.000    0.000    0.000 threading.py:358(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:567(Barrier)
        1    0.000    0.000    0.000    0.000 subprocess.py:60(CalledProcessError)
       24    0.000    0.000    0.000    0.000 enum.py:198(<genexpr>)
        7    0.000    0.000    0.000    0.000 enum.py:360(__members__)
        6    0.000    0.000    0.000    0.000 functools.py:458(lru_cache)
        1    0.000    0.000    0.000    0.000 contextlib.py:237(helper)
       29    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       51    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       12    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
       16    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 {built-in method setWindowIcon}
        1    0.000    0.000    0.000    0.000 pathlib.py:391(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:993(Path)
        4    0.000    0.000    0.000    0.000 __main__.py:91(roleNames)
        1    0.000    0.000    0.000    0.000 argparse.py:917(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:1039(__init__)
       13    0.000    0.000    0.000    0.000 loader.py:126(_set_modname)
        1    0.000    0.000    0.000    0.000 inspect.py:2720(Signature)
        1    0.000    0.000    0.000    0.000 datetime.py:774(date)
        1    0.000    0.000    0.000    0.000 zmq_client.py:735(Tracing)
        1    0.000    0.000    0.000    0.000 zmq_client.py:1298(_isAliasAvailable)
